koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_disposition
14.8626982,3.3250502,8264.2193919,26.5090911,962.2429589,202.6095767,5705.0,3.97,1.73364,FALSE POSITIVE
2.0881134,2.307,730.0,5.41738,2665.0,8383.12,6255.8,4.11,1.7,FALSE POSITIVE
1.25562,2.304,290.0,2.95064,2024.0,2790.4,5717.0,3.97,1.72,FALSE POSITIVE
7.6047417,5.23,1200.0,6.14418,1948.0,2393.29,9139.0,4.29,1.8,FALSE POSITIVE
5.2651271,2.463,3450.0,11.2446,1993.0,2619.14,8728.0,4.32,1.7,FALSE POSITIVE
6.1600888,1.67,1120.0,8.22262,964.0,143.457,5772.0,4.07,1.55,FALSE POSITIVE
1.06884,2.512,470.0,10.3628,3736.0,32361.2,9222.0,3.42,4.94,FALSE POSITIVE
5.4561177,3.1,1360.0,5.78741,1480.0,796.96,7465.0,4.31,1.51,FALSE POSITIVE
1.7380504,1.496,956.0,4.42263,1476.0,787.969,6026.0,4.16,1.45,FALSE POSITIVE
1.99143,4.136,16745.8,,5058.0,108701.0,9458.2,,,FALSE POSITIVE
5.7785318,2.348,4990.0,42.6903,1921.0,2264.51,8224.0,3.81,2.92,FALSE POSITIVE
1.41072,2.623,500.0,8.4993,1863.0,2001.09,5197.0,,3.84,FALSE POSITIVE
1.532703,2.698,1250.0,10.8699,3568.0,26916.4,6023.1,4.24,1.39,FALSE POSITIVE
0.7131492,2.428,450.0,4.89712,3234.0,18159.7,5128.9,3.88,1.93,FALSE POSITIVE
4.52318,5.099,25109.1,,,,,,,FALSE POSITIVE
25.8386422,5.209,1806.0,4.31235,667.0,32.9135,5769.0,4.43,1.03,CONFIRMED
0.78381,1.443,426.099,3.89595,2743.0,9401.36,7842.0,4.22,1.72,FALSE POSITIVE
11.0708575,2.1937617,1149.7328034,2.3337648,554.9934842,22.4219066,4356.0,4.53491,0.700727,CONFIRMED
2.6380089,3.55,1683.0,12.8098,3551.0,26423.9,7495.0,3.88,2.5,FALSE POSITIVE
2.7260173,2.703,1165.0,4.98036,2317.0,4788.29,5256.0,4.59,0.79,FALSE POSITIVE
2.86876,2.422,1030.0,8.48351,1983.0,2571.69,8342.0,3.9,2.65,FALSE POSITIVE
0.5590256,0.688,660.0,4.22851,1866.0,2015.68,,,1.35,FALSE POSITIVE
2.958148,3.769,980.0,4.47387,2311.0,4739.26,6294.0,4.13,1.58,FALSE POSITIVE
0.98736,1.464,370.0,3.41784,1987.0,2591.32,6301.3,4.07,1.69,FALSE POSITIVE
3.99307,4.783,3892.81,6.35126,1667.0,1282.52,4731.1,4.35,0.93,FALSE POSITIVE
8.6795072,3.628,10160.0,24.132,1366.0,578.958,6057.0,4.43,1.14,FALSE POSITIVE
1.3812787,2.4,1573.0,5.91488,3488.0,24595.6,6483.0,4.28,1.38,FALSE POSITIVE
5.48923,3.29,910.0,11.8401,1987.0,2592.62,6004.0,4.06,1.62,FALSE POSITIVE
7.3845072,4.531,25160.0,23.6091,,514.397,6149.2,,1.43,FALSE POSITIVE
0.43889,0.947,650.0,6.69456,3049.0,14357.3,7111.0,3.91,2.32,FALSE POSITIVE
2.3359622,6.0165684,3066.2492749,18.3852989,2362.6020308,7363.4830838,7577.0,4.05,2.0780001,FALSE POSITIVE
12.64001,6.893,9458.38,,1434.0,703.834,5195.1,,,FALSE POSITIVE
10.5739824,4.04,5460.0,9.43898,1007.0,171.146,6519.0,4.36,1.27,CONFIRMED
4.4247042,1.318,2447.0,8.3621,1293.0,465.179,6594.0,4.23,1.49,CONFIRMED
1.0082361,1.41,228.0,1.7202,1835.0,1882.94,5795.29,4.438,1.13,CONFIRMED
1.2168732,0.86,1240.0,3.43106,980.0,153.719,4634.6,4.51,0.78,CONFIRMED
1.4520486,1.339,393.0,1.404,1125.0,266.85,4184.0,4.57376,0.69,CONFIRMED
1.0697621,1.356,376.0,1.60037,1590.0,1061.92,4946.0,4.53834,0.8,CONFIRMED
3.0726434,2.2602485,10471.4949697,19.9197757,1793.7963398,2446.8848714,7164.0,4.25661,1.55831,CONFIRMED
6.9561134,3.3628003,15989.231101,12.090823,872.4987884,136.9557694,5387.0,4.46259,0.940037,CONFIRMED
13.001789,4.4847322,1339.5837664,3.84805,786.6834253,90.515093,5914.0,4.46,1.00826,CONFIRMED
2.7556532,3.3967282,2854.4589288,6.4145519,967.6926252,207.2386368,4993.0,4.66918,0.696945,FALSE POSITIVE
0.78999,1.153,5750.0,1.99,2398.0,5497.38,5558.0,4.43,1.1,FALSE POSITIVE
12.80758,3.596,27112.7,11.4222,643.0,28.4034,5094.4,,0.63,FALSE POSITIVE
11.35626,6.047,2190.0,12.9372,1731.0,1493.65,6314.0,3.87,2.14,FALSE POSITIVE
0.6412558,1.1161082,1029.5348333,4.841202,2573.9569471,10373.5192117,5854.65,4.1262,1.47292,FALSE POSITIVE
7.4341456,2.424,701.0,1.97737,733.0,48.0098,5064.0,4.57887,0.78,CONFIRMED
2.650232,2.03,6449.0,15.9327,1720.0,1454.53,7400.0,4.11,1.94,CONFIRMED
18.840891,5.765,331.0,2.00342,868.0,94.5008,6093.0,4.32207,1.22,CONFIRMED
5.1396666,0.8991981,769.5996824,2.259057,883.3765229,143.9144538,5374.0,5.96065,0.815924,CONFIRMED
9.4280902,1.377,799.0,2.49195,623.0,25.1545,5374.0,5.96065,0.82,CONFIRMED
27.6438617,5.321,560.0,3.68027,801.0,68.4355,5873.0,4.043,1.62,CONFIRMED
6.267832,2.789,321.0,1.99779,1052.0,203.434,5950.0,4.438,1.15,CONFIRMED
0.4090681,0.6165726,1281.2294665,1.1833779,967.4422529,207.0242436,3328.0,4.91612,0.308799,CONFIRMED
23.5407467,4.025,956.0,2.11441,564.0,16.8576,5236.0,4.63898,0.75,CONFIRMED
0.4702719,1.3258819,209.49313,1.4344026,2147.7419002,5028.6262848,5466.0,4.48625,0.92499,CONFIRMED
8.0970819,3.127852,4723.0724376,2.6354043,388.1291894,5.3632275,3391.0,4.84373,0.381586,CONFIRMED
2.0439268,1.008937,465.1929875,1.0924808,660.3898166,44.9492524,3407.0,4.7606,0.473603,CONFIRMED
16.5379864,2.796,608.0,2.51948,751.0,53.0216,5781.0,4.43068,1.03,CONFIRMED
11.0619937,1.7587777,3249.1164334,1.6184944,304.152939,2.0225025,3248.0,4.95407,0.275364,CONFIRMED
6.5886877,1.678,852.0,2.12746,646.0,28.9612,4920.0,4.64,0.71,CONFIRMED
4.3135263,1.874,274.0,1.17405,963.0,142.833,4920.0,4.64,0.71,CONFIRMED
18.712253,6.475,6066.0,10.3984,1008.0,171.765,6125.0,4.29,1.27,CONFIRMED
6.30556,2.946,860.0,,,,,,,FALSE POSITIVE
6.8424983,3.3079378,8029.880305,16.4578474,977.1959895,215.5002138,5766.0,4.438,1.1282001,FALSE POSITIVE
2.1779407,2.098,110.0,1.28228,1462.0,759.183,5801.89,4.25132,1.26,CONFIRMED
5.9711357,1.5478671,1437.1086027,1.8721145,525.9795517,18.0882455,3834.0,4.74552,0.490737,CONFIRMED
15.5324385,1.7640717,2937.4953214,2.013576,308.4743596,2.1399188,3382.0,4.85532,0.369306,CONFIRMED
1.880531,1.1911684,1214.0066593,1.4548629,623.5511988,35.7280633,3382.0,4.85532,0.369306,CONFIRMED
3.4231002,2.4377583,8643.1016455,35.4084057,1900.9587948,3086.1129325,5620.9,3.6,2.6126101,FALSE POSITIVE
2.5272822,1.265861,1847.4872236,2.2007181,661.896336,45.3608214,3624.0,4.74607,0.49012,CONFIRMED
20.7724316,5.508,1415.0,3.91576,1060.0,209.722,5625.56,4.46798,0.97,CONFIRMED
52.5637056,6.5,1193.0,3.28372,542.0,14.3711,5625.56,4.46798,0.97,CONFIRMED
6.3634106,2.692302,2368.6952027,4.4784698,826.0146095,110.0200699,5103.0,4.50257,0.859483,CONFIRMED
5.2544884,2.898,567.0,2.1916,1144.0,284.941,5958.0,4.48217,0.99,CONFIRMED
5.222621,4.693629,15867.9920175,3.7216015,329.6508495,2.7908584,3453.0,4.95337,0.275946,FALSE POSITIVE
10.1802014,4.613,11500.0,12.3422,1119.0,261.013,5623.0,4.4,1.04,CONFIRMED
16.6828999,1.804,2054.0,17.1854,550.0,15.2595,6423.0,3.74,2.63,FALSE POSITIVE
4.86709,3.103,4210.0,7.42915,1272.0,435.152,5814.3,4.34,1.15,CONFIRMED
3.354053,1.8984151,6389.1712796,,2652.2635415,11694.6627862,8181.0,,,FALSE POSITIVE
2.1853174,1.656,1168.0,14.8742,1952.0,2412.11,8332.0,3.54,4.02,FALSE POSITIVE
5.0037857,4.154,1950.0,6.77338,2028.0,2812.53,6109.0,4.42,1.09,FALSE POSITIVE
1.1623941,1.266,1099.0,8.21669,1723.0,1464.16,5843.7,3.82,2.23,FALSE POSITIVE
0.2666485,1.075,230.0,1.30468,2072.0,3064.12,4154.0,4.53,0.71,FALSE POSITIVE
0.86673,1.089,662.925,3.54647,1739.0,1519.96,5904.0,4.31,1.25,FALSE POSITIVE
5.147905,5.405,3710.0,18.0411,1760.0,1594.76,6064.0,3.57,2.9,CONFIRMED
5.0267996,2.754044,6358.0060702,12.9814741,1378.3967823,853.1354811,6434.0,4.21,1.4782799,CONFIRMED
2.6277641,2.997,490.0,,1687.0,1344.6,3294.0,,,FALSE POSITIVE
10.82661,6.877,5890.0,11.5303,1463.0,760.667,5113.0,4.71,0.68,FALSE POSITIVE
0.8165295,2.294,468.0,4.12435,5356.0,136662.0,8911.0,4.26,1.85,FALSE POSITIVE
1.4014167,3.661,2730.0,11.8932,4713.0,81940.9,8014.0,4.32,1.6,FALSE POSITIVE
4.95898,1.831,230.232,,528.0,12.992,3295.0,,,FALSE POSITIVE
5.8574075,5.8548029,6489.7302346,13.8892762,1335.1143401,750.9220273,5982.9,4.03,1.67987,CONFIRMED
1.4147363,2.429,990.0,,1667.0,1283.11,4980.0,,,FALSE POSITIVE
1.077774,2.682,2680.0,10.1773,4387.0,61535.5,7274.0,4.25,1.58,FALSE POSITIVE
2.7536237,2.39,1460.0,11.1685,2565.0,529.9,5647.0,3.68,2.41,FALSE POSITIVE
1.6534102,3.102,600.0,6.07704,4329.0,58331.7,6928.0,4.29,1.46,FALSE POSITIVE
1.2456423,1.354,691.0,3.80598,1695.0,1370.47,6194.0,4.16,1.5,FALSE POSITIVE
3.4272549,5.9083927,569.4677099,7.7503736,1836.8876704,2690.6140029,6338.0,3.9,2.0707099,FALSE POSITIVE
10.9115374,3.269,1039.0,18.4382,3198.0,17372.4,9195.0,3.75,3.37,FALSE POSITIVE
0.46741,1.25,1592.12,7.77804,5361.0,137211.0,7960.5,4.23,1.77,FALSE POSITIVE
2.1575124,2.236,550.0,11.8527,2244.0,4213.12,8326.0,3.58,3.87,FALSE POSITIVE
1.577609,1.646,1055.0,9.73924,2058.0,2982.64,7856.0,3.78,2.91,FALSE POSITIVE
1.59782,1.49,1713.69,3.59995,1548.0,955.676,5037.6,4.72,0.79,FALSE POSITIVE
1.23852,3.138,440.0,7.11712,2736.0,9304.06,6524.0,3.5,3.4,FALSE POSITIVE
1.1025238,2.321,2919.0,15.8737,5314.0,132458.0,9218.0,4.21,2.0,FALSE POSITIVE
1.597226,5.3721722,3834.1260621,,1559.2651198,1397.0143195,,,,FALSE POSITIVE
1.76589,3.807,730.0,4.06597,2509.0,6579.97,6221.0,4.13,1.55,FALSE POSITIVE
1.36991,4.156,1170.0,11.8886,3254.0,18625.3,7339.8,3.56,3.64,FALSE POSITIVE
3.66505,2.346,910.0,7.19016,1352.0,555.083,6370.0,3.81,2.32,FALSE POSITIVE
2.0560153,2.773,17453.0,17.2767,1839.0,1899.83,6485.0,4.37,1.24,CONFIRMED
2.25505,3.034,658.0,,,,,,,FALSE POSITIVE
1.902606,2.3653693,8984.9897271,19.576504,2917.5260913,17123.005499,9918.0,4.32,1.82241,CONFIRMED
1.0960111,3.167,2150.0,9.05714,,14474.6,6083.0,,1.58,FALSE POSITIVE
7.00776,2.68,3666.99,8.1288,1161.0,302.511,6347.0,4.23,1.22,FALSE POSITIVE
6.1461734,5.386,1034.0,6.96236,2649.0,8177.52,6153.0,4.15,1.5,FALSE POSITIVE
4.1812866,4.394,4280.0,15.448,1585.0,1049.28,6146.0,3.78,2.31,FALSE POSITIVE
2.9798592,2.737,580.0,4.92227,2704.0,8878.81,9024.0,4.24,1.89,FALSE POSITIVE
6.72694,2.649,1070.0,5.19273,1123.0,264.81,6745.0,4.23,1.53,FALSE POSITIVE
10.9554897,6.772,370.0,22.7316,3316.0,20081.6,8522.0,,6.79,FALSE POSITIVE
0.6171788,1.433,519.0,7.26341,3260.0,18771.3,9603.0,3.83,3.14,FALSE POSITIVE
1.5309799,1.37,654.0,6.01061,1613.0,1124.09,6298.0,3.77,2.38,FALSE POSITIVE
0.8229,2.068,2660.0,,4343.0,59083.0,8078.0,3.8,,FALSE POSITIVE
0.50261,1.127,1120.0,6.28067,,15525.5,6941.0,,1.67,FALSE POSITIVE
1.41853,2.728,560.0,3.93221,2481.0,6293.46,6329.0,4.08,1.68,FALSE POSITIVE
6.5344463,2.774,3240.0,15.3823,1559.0,982.822,7715.3,3.96,2.67,FALSE POSITIVE
2.013653,2.1214907,822.8974252,9.0269074,3580.9202252,38859.7127334,10310.0,4.01,2.67713,FALSE POSITIVE
2.590266,4.378,700.0,9.54526,2985.0,13184.6,5855.0,3.45,3.22,FALSE POSITIVE
6.74657,1.803,2970.0,16.2785,833.0,80.0277,5910.7,3.59,2.57,FALSE POSITIVE
5.2273176,3.572,2856.0,,584.0,19.367,3593.0,,,FALSE POSITIVE
3.7983639,1.594,3194.0,13.7263,,2113.11,9500.0,,2.36,FALSE POSITIVE
5.13664,4.45,930.0,7.04152,2355.0,5106.92,9238.0,4.08,2.32,FALSE POSITIVE
1.5166573,1.607,1590.0,7.73846,1954.0,2422.33,6905.3,4.03,2.0,FALSE POSITIVE
0.71933,1.474,478.823,3.45648,2210.0,3964.33,5758.0,4.21,1.44,FALSE POSITIVE
2.5798051,3.413,5740.0,25.2815,2619.0,7814.19,6116.5,4.18,1.49,FALSE POSITIVE
1.6256942,1.988,1720.0,32.1007,3151.0,16378.0,6628.0,3.43,3.96,FALSE POSITIVE
7.57193,2.656,420.0,10.2119,1479.0,795.635,9146.0,3.45,4.72,FALSE POSITIVE
2.09989,0.908,27336.4,10.1564,1263.0,422.491,6025.3,4.46,1.04,FALSE POSITIVE
1.44127,2.605,2750.0,9.20279,3409.0,22433.7,8009.0,4.29,1.65,FALSE POSITIVE
1.08697,1.967,860.0,4.98445,2042.0,2889.01,5751.0,4.0,1.69,FALSE POSITIVE
0.68601,1.614,910.0,,,,,,,FALSE POSITIVE
14.152,3.599,3800.0,10.6751,1148.0,288.531,5823.9,4.6,1.28,FALSE POSITIVE
2.27456,3.32,1020.0,13.266,3374.0,21521.5,6777.0,3.55,3.35,FALSE POSITIVE
0.98999,2.05,420.0,3.95137,2612.0,7729.29,6208.0,3.99,1.84,FALSE POSITIVE
3.01106,3.073,1617.22,7.20703,1666.0,1281.74,6516.0,,1.63,FALSE POSITIVE
,4.149,54500.0,21.0557,,,4503.5,4.42,0.86,FALSE POSITIVE
1.35932,2.831,2840.0,10.3751,3113.0,15609.5,5421.0,4.46,0.94,FALSE POSITIVE
1.71614,2.038,681.449,14.1349,1550.0,958.34,5511.5,3.28,4.92,FALSE POSITIVE
2.0845434,2.017038,12504.825019,13.4432705,1463.9513087,1085.4942586,5638.0,4.35,1.10646,CONFIRMED
1.74626,3.88,1110.0,5.62786,3218.0,17804.9,8348.0,4.24,1.8,FALSE POSITIVE
1.2427,1.563,663.745,6.05271,1660.0,1263.34,5624.8,3.92,2.14,FALSE POSITIVE
8.66698,6.104,9854.3,27.4804,1998.0,2647.36,6322.2,3.77,2.52,FALSE POSITIVE
,9.597,7440.0,11.3282,,,5791.0,4.29,1.21,FALSE POSITIVE
2.4611008,3.13,1795.0,12.3334,2685.0,8632.97,5429.5,4.01,1.63,FALSE POSITIVE
0.783879,1.4870966,274.5156373,9.6813253,2252.7956163,6087.0682501,4975.0,,5.3874698,FALSE POSITIVE
0.99837,1.632,2730.0,5.29489,1963.0,2465.96,6082.0,4.39,1.13,FALSE POSITIVE
1.97741,6.549,5470.0,17.5768,4083.0,46143.6,6742.0,3.95,2.11,FALSE POSITIVE
9.07768,2.78,19171.9,,1571.0,1012.12,8393.7,4.01,,FALSE POSITIVE
2.51266,2.411,2790.01,13.3617,1478.0,793.471,5988.0,4.08,2.3,FALSE POSITIVE
,4.23,8410.0,18.6201,,,5865.0,4.49,0.97,FALSE POSITIVE
1.8932775,3.118,3415.0,21.043,3814.0,35143.2,6904.3,4.05,2.04,FALSE POSITIVE
3.77188,2.923,450.0,10.0329,2363.0,5181.65,10097.0,3.52,4.62,FALSE POSITIVE
0.88654,1.679,870.0,24.9348,4438.0,64431.5,6919.0,3.36,4.27,FALSE POSITIVE
1.83641,2.222,470.0,10.6176,2722.0,9124.8,9542.0,,5.03,FALSE POSITIVE
12.5343031,4.572,1517.0,8.71775,1292.0,463.57,7275.0,3.91,2.51,FALSE POSITIVE
35.4028219,4.221,12666.0,21.7639,766.0,57.342,7455.0,4.17,1.78,FALSE POSITIVE
3.10315,3.535,1760.07,,4184.0,50910.7,9050.3,3.96,,FALSE POSITIVE
,8.06,3010.0,10.4319,,,7519.0,4.22,1.7,FALSE POSITIVE
5.6318074,3.4553092,1186.1481873,4.8217692,1190.3562406,474.4919122,5669.9,4.16,1.38826,FALSE POSITIVE
2.06313,2.157,600.0,11.9118,1831.0,1866.39,6716.5,3.24,4.77,FALSE POSITIVE
1.51233,2.59,640.0,11.1245,3240.0,18303.0,9447.0,3.54,4.35,FALSE POSITIVE
1.7498117,1.641,2549.0,8.13315,1520.0,886.867,6222.3,4.15,1.53,FALSE POSITIVE
1.9734615,3.69,1295.0,16.6678,3193.0,17275.6,7962.9,3.6,3.62,FALSE POSITIVE
0.73772,1.057,980.0,4.68288,1853.0,1958.84,6001.0,4.14,1.49,FALSE POSITIVE
4.608,3.383,3213.22,7.99698,1445.0,724.001,5935.0,4.29,1.28,FALSE POSITIVE
0.361112,0.756,710.0,6.69136,2003.0,2677.39,6056.9,3.99,1.95,FALSE POSITIVE
5.33155,6.191,4220.0,14.6101,1593.0,1071.42,5917.0,3.78,2.22,CONFIRMED
3.46608,4.403,1620.0,20.8363,3450.0,23536.1,7249.8,3.69,3.02,FALSE POSITIVE
8.7094632,3.027,4510.0,20.9625,1185.0,327.472,5597.0,4.03,1.59,CONFIRMED
1.0357235,1.366,480.0,15.828,1691.0,1358.51,4963.0,,7.83,FALSE POSITIVE
2.4727425,2.341,2929.0,23.6289,2298.0,4630.82,6057.7,3.84,2.13,FALSE POSITIVE
16.2016817,2.792,885.0,2.38101,641.0,28.0911,5071.0,4.58,0.78,CONFIRMED
5.2469991,3.45,1180.0,5.46087,1381.0,604.151,6651.0,4.27,1.44,FALSE POSITIVE
0.7438074,1.377,633.0,9.77911,1790.0,1705.03,5182.0,,4.04,FALSE POSITIVE
3.9401791,1.991,13317.0,25.3897,1600.0,1090.26,7170.0,4.31,1.51,FALSE POSITIVE
1.4013505,1.562,1532.0,3.7143,1857.0,1975.13,5521.0,4.48,0.94,FALSE POSITIVE
2.1679,1.39,560.0,5.32848,2820.0,10508.5,10596.0,4.27,2.0,FALSE POSITIVE
2.3866952,2.654,586.0,9.72386,1936.0,2334.78,5017.0,,4.73,FALSE POSITIVE
1.7126115,3.128,340.0,2.01928,2285.0,4528.0,5932.2,4.48,1.0,FALSE POSITIVE
0.7522775,1.073,1301.0,6.75509,,13651.7,7325.2,,1.77,FALSE POSITIVE
5.8089284,5.137,1111.0,3.79308,1664.0,1275.72,6406.0,4.34,1.27,FALSE POSITIVE
1.49446,2.114,890.0,4.21366,2065.0,3024.1,6587.0,4.27,1.43,FALSE POSITIVE
4.2311173,4.3531635,7261.2759361,14.6260711,1584.3518526,1489.1126253,6671.0,4.14,1.6640199,CONFIRMED
12.0557353,1.959,807.0,2.39173,584.0,19.3677,5504.0,4.58,0.83,CONFIRMED
8.2491871,4.9807847,117724.0282614,8.0476984,264.4172054,1.1552603,2990.0,5.13581,0.165066,FALSE POSITIVE
0.98933,1.0357615,1519.669587,1.8303854,848.0098579,122.2150262,3455.0,4.76798,0.465258,CONFIRMED
34.9270483,2.7546907,110264.9392094,18.8285063,242.488665,0.8171218,3496.0,4.9,0.389199,FALSE POSITIVE
1.7729239,1.8255671,26694.3797428,14.9468862,1076.8402129,317.7796355,4769.0,4.64845,0.687841,FALSE POSITIVE
4.076684,4.4132181,10459.727229,17.5223182,1571.9653862,1443.0883389,6531.44,4.13711,1.64302,FALSE POSITIVE
0.901465,2.5562155,3156.5658264,3.4348127,1083.3609617,325.5470241,3896.0,4.64192,0.611023,FALSE POSITIVE
7.31898,3.771,3809.3,8.79673,1296.0,468.718,5926.0,4.27,1.3,FALSE POSITIVE
1.9495403,0.8060618,2089.2444115,1.3929217,560.7827791,23.3722044,3414.0,4.97292,0.260187,CONFIRMED
1.8497201,1.757,5750.0,11.2477,,2139.72,6019.0,4.438,1.24,FALSE POSITIVE
2.1721416,2.7480823,17864.5520776,18.0850347,1677.7485906,1872.5289135,6198.0,4.27912,1.30937,FALSE POSITIVE
6.9744232,2.124,9189.0,37.9891,1103.0,245.906,5821.7,3.97,1.86,FALSE POSITIVE
3.4557863,2.164,6423.0,16.0772,2058.0,2978.62,8170.0,4.24,1.78,FALSE POSITIVE
7.757643,2.8561356,7336.6908822,12.7936991,993.2304197,161.5793695,6038.0,3.96,1.91151,FALSE POSITIVE
9.1505,2.986,1370.0,11.1497,1132.0,272.763,7719.0,3.74,3.02,FALSE POSITIVE
0.6664948,1.38,260.0,3.217,2004.0,2681.48,5329.0,3.8,1.99,FALSE POSITIVE
5.6309047,3.877,1683.0,7.00844,1933.0,2320.13,5304.0,4.6,0.79,FALSE POSITIVE
0.6803433,2.0674164,565.5754223,8.1888041,4165.8164478,71174.0244493,7325.5,3.71,2.97877,FALSE POSITIVE
5.8775548,2.9027641,412.2881337,2.1822904,1031.1383185,267.1706249,5977.0,4.47,1.00568,CONFIRMED
1.3561596,2.504,482.0,4.12493,2908.0,11881.9,6375.0,4.0,1.86,FALSE POSITIVE
2.0492064,3.417,1030.0,,,,,,,FALSE POSITIVE
2.6093167,1.175,1984.0,11.4272,,526.719,7235.0,,1.78,FALSE POSITIVE
2.37532,2.957,1940.0,13.5855,3490.0,24634.5,7895.7,4.06,2.11,FALSE POSITIVE
1.76406,3.086,870.0,12.3762,3961.0,40901.7,6481.7,,2.03,FALSE POSITIVE
1.69433,2.169,650.0,5.20733,2165.0,3651.29,7185.0,4.04,2.0,FALSE POSITIVE
3.32125,4.304,5760.0,25.5824,,12389.8,7174.0,,1.76,FALSE POSITIVE
2.363311,3.294,1121.0,2.74038,1697.0,1379.02,5420.0,4.38,1.04,FALSE POSITIVE
2.6800536,1.758,456.0,2.3437,1198.0,342.997,5550.0,4.37,1.07,CONFIRMED
40.7501028,4.873,6026.0,10.1271,544.0,14.5514,6453.0,5.20004,1.31,CONFIRMED
10.9836724,2.636,315.0,2.35616,1043.0,196.694,6453.0,5.20004,1.31,CONFIRMED
3.8954139,2.832,911.0,5.15915,1359.0,566.299,6064.0,3.94,1.89,FALSE POSITIVE
1.08625,2.534,1110.0,4.65122,2226.0,4081.88,5562.6,,1.4,FALSE POSITIVE
7.45494,3.465,2280.0,15.1922,1303.0,479.468,5029.7,,2.45,FALSE POSITIVE
13.7058173,2.597,5788.0,20.2141,,350.05,8001.0,,2.05,FALSE POSITIVE
0.6565741,1.908,423.0,5.01154,2309.0,4719.59,5235.5,,2.68,FALSE POSITIVE
4.8026561,1.1658648,4358.1157678,1.4202459,370.455897,4.4510969,3231.0,5.04064,0.213459,CONFIRMED
3.057524,1.3790503,1117.9638175,2.4878486,848.2229732,122.3379291,4402.0,4.59,0.695095,CONFIRMED
0.6691449,0.9921631,1254.3711932,1.9200407,964.704855,204.6910522,3457.0,4.7705,0.462408,CONFIRMED
6.7171913,7.5037208,9138.715071,22.875658,1484.8121463,1148.7011293,5843.0,3.7177,2.3529,FALSE POSITIVE
2.2554459,1.6678604,5283.7103901,11.0535293,1579.7828847,1472.0095217,5817.0,4.23,1.29661,CONFIRMED
1.4079369,0.3063531,484643.7441389,,1626.2264571,1652.8943345,5780.0,4.438,,CONFIRMED
16.7368995,4.561,989.0,2.88015,834.0,80.3869,5759.0,4.44767,1.0,CONFIRMED
1.766692,1.4196682,830.5082973,1.5574734,700.8548645,57.0208084,3474.0,4.77152,0.46126,CONFIRMED
3.7701296,2.8512056,4361.1801082,5.4800266,953.4195932,195.2881696,5058.0,4.53907,0.81833,CONFIRMED
3.1342946,1.2158796,1183.6060713,1.7992966,618.3628631,34.5537033,3575.0,4.72334,0.516105,CONFIRMED
2.5005291,0.8809865,12579.3504758,3.1713853,491.6465759,13.8080731,3181.0,4.94798,0.280475,CONFIRMED
1.12355,1.611,1020.0,3.49799,2055.0,2963.42,5524.0,4.41,1.01,FALSE POSITIVE
0.40312,0.853,1000.0,2.95177,1645.0,1215.98,4252.9,4.37,0.89,FALSE POSITIVE
3.929983,2.153,2270.0,6.51515,1244.0,398.651,6621.9,4.33,1.34,FALSE POSITIVE
13.2054538,4.875,644.0,3.74642,1039.0,193.559,6653.0,4.14,1.67,FALSE POSITIVE
2.02365,2.585,1710.0,5.96472,1952.0,2411.54,6582.0,4.24,1.48,FALSE POSITIVE
1.8135767,1.0753316,4166.2802035,7.660458,1819.5378757,2590.3914807,5237.0,4.2427,1.1072299,FALSE POSITIVE
24.2833782,5.132,2844.0,5.21152,654.0,30.5138,5675.0,4.46,0.98,CONFIRMED
10.2558,5.088,5740.0,7.44683,934.0,126.859,5326.0,4.43,0.97,FALSE POSITIVE
3.566276,4.197,3870.0,20.2251,1851.0,1949.16,6831.4,3.61,3.17,FALSE POSITIVE
2.8269356,1.1692366,950.9544382,4.8112209,1795.9446278,2458.6277073,7072.0,4.28,1.50581,FALSE POSITIVE
8.082354,3.284,559.0,2.72432,959.0,140.474,5878.6,4.28,1.24,CONFIRMED
9.47686,4.392,2980.0,9.80856,993.0,161.969,5801.8,4.32,1.79,CONFIRMED
13.7270395,4.007,901.0,2.95921,802.0,68.9542,5777.0,4.38035,1.09,CONFIRMED
0.6850808,1.0565887,2675.7176662,1.9806358,922.0627729,170.8295335,3541.0,4.8452,0.380019,FALSE POSITIVE
7.107934,3.440833,501.6058242,2.2881711,885.9071544,145.5706555,5694.11,4.53108,0.902932,CONFIRMED
20.5438153,4.0537919,799.3817133,2.5734283,621.931143,35.3582059,5694.11,4.53108,0.902932,CONFIRMED
3.4913952,1.763,5400.0,4.9395,718.0,44.3221,3907.0,4.62346,0.63,CONFIRMED
0.5732087,0.4582376,432048.7343961,,,,5780.0,4.438,,FALSE POSITIVE
5.80322,1.569,1710.0,6.3744,781.0,61.8583,5846.0,4.11,1.5,FALSE POSITIVE
7.0731057,3.819,439.0,2.69175,1099.0,242.723,5656.0,4.1408,1.41,CONFIRMED
8.3033493,1.705,571.0,1.95844,685.0,36.5628,4814.0,4.54519,0.78,CONFIRMED
17.6671687,2.525,854.0,1.87042,462.0,7.60884,4813.0,4.38,0.69,CONFIRMED
29.7975205,2.782,671.0,1.60982,374.0,3.2713,4813.0,4.38,0.69,CONFIRMED
12.1623316,2.614,317.0,1.15643,638.0,27.5458,4813.0,4.38,0.69,CONFIRMED
3.9766833,1.859,142.0,0.757588,855.0,89.0886,4813.0,4.38,0.69,CONFIRMED
7.9076222,2.611,217.0,0.969819,720.0,44.8107,4813.0,4.38,0.69,CONFIRMED
