koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_disposition
21.2690422,5.893,350.0,1.87711,770.0,58.618,5707.0,4.31886,1.16,CONFIRMED
4.2660553,0.69,1700.0,3.30511,506.0,10.8837,3281.0,4.90415,0.32,CONFIRMED
22.3417286,2.582,472.0,2.54102,598.0,21.2584,6179.0,4.3969,1.14,CONFIRMED
4.4891367,1.8833377,1271.1867023,1.9980298,625.4009463,36.1538988,3959.0,4.68416,0.561356,CONFIRMED
9.0447039,1.7653148,1611.0010188,2.2493746,495.1628187,14.2073509,3959.0,4.68416,0.561356,CONFIRMED
3.6906759,1.107,1657.0,1.36751,479.0,8.77401,3469.0,4.9401,0.31,CONFIRMED
7.4507305,0.475,1542.0,3.04528,329.0,1.96064,3469.0,4.9401,0.31,CONFIRMED
2.2531062,0.9939837,682.3972723,0.826635,567.3025213,24.4782213,3469.0,4.9401,0.31416,CONFIRMED
37.4685042,7.685,429.0,2.56325,1037.0,192.521,6114.0,4.293,1.27,CONFIRMED
5.3846239,3.2617296,630.6901313,2.6170633,1001.7564461,237.9959598,5700.0,4.48088,0.959022,CONFIRMED
20.7051499,3.348,1822.0,3.39245,531.0,13.1989,5169.0,4.57,0.81,CONFIRMED
18.8500438,3.407,2610.0,3.09094,435.0,5.95531,3960.0,4.62853,0.63,CONFIRMED
16.155373,1.556705,71225.723174,10.424281,297.2885497,1.8460086,3270.0,4.98242,0.271,FALSE POSITIVE
11.062666,2.0842156,4957.8780942,2.6437021,293.8838939,1.7628857,3212.0,4.98029,0.254522,FALSE POSITIVE
7.3377236,4.243,795.0,3.2807,1566.0,998.435,5994.0,4.4,1.1,CONFIRMED
2.8531016,1.142,1395.0,2.02068,610.0,23.0419,3703.0,4.76229,0.52,CONFIRMED
1.0924536,1.2245785,874.580104,6.5935026,2235.1877779,5898.9818226,6273.0,4.2,1.4487799,FALSE POSITIVE
8.0542207,3.0287161,706.8165307,2.8337706,877.6725493,140.2332705,5583.1,4.44,0.995254,CONFIRMED
16.7100422,5.4004652,615.2873631,2.7396616,747.4400609,73.7609475,5853.7,4.38636,1.09271,CONFIRMED
10.2405483,3.538,9950.0,8.69623,760.0,55.4426,5251.0,4.54337,0.84,CONFIRMED
2.8009915,1.4985399,204.8553325,1.4033915,1240.8853925,560.3349224,5723.87,4.49543,0.945408,CONFIRMED
14.6503935,2.08,330.0,1.81908,580.0,18.7938,5859.45,4.4776,0.98,CONFIRMED
6.5273884,3.1190657,415.430891,2.8972637,1149.830319,413.1007903,6023.0,4.23995,1.32944,CONFIRMED
6.5578513,2.08,1596.0,2.54474,622.0,24.9125,4111.0,4.55528,0.66,CONFIRMED
20.708504,2.236524,1657.067907,3.751004,535.9397866,19.4977725,4111.0,4.55528,0.701202,CONFIRMED
9.9616347,2.4648052,1084.4327062,2.2807327,551.2319188,21.8201851,4111.0,4.55528,0.660806,CONFIRMED
4.9877056,2.2769107,1192.3398198,2.4703077,697.8376698,56.0452278,4336.0,4.62012,0.668693,CONFIRMED
1.8290294,1.6679098,704.8493933,2.1268375,974.9472494,213.5233995,4336.0,4.62012,0.668693,CONFIRMED
9.573548,2.036,2788.0,15.6118,1135.0,275.837,6505.0,4.04,1.83,FALSE POSITIVE
5.34326,1.426,6980.0,10.4171,751.0,52.9343,5776.0,4.25,1.26,FALSE POSITIVE
3.2087149,1.639,1960.0,12.3921,1287.0,455.479,5971.4,3.77,2.26,CONFIRMED
4.1374379,1.8454937,1125.5354645,2.6757659,918.6796864,168.3361754,5058.0,4.51761,0.802633,CONFIRMED
55.087,5.709,2509.0,4.36639,562.0,16.5899,5175.0,4.51,0.87,CONFIRMED
8.7655468,4.0264463,572.6986983,3.3302665,992.0587214,228.9130329,5707.0,4.21803,1.29921,CONFIRMED
2.7917911,1.4664254,1018.9771433,6.0002066,1435.6065273,1003.8358436,6071.0,4.36,1.16271,FALSE POSITIVE
3.6451549,2.055,780.0,2.99324,1143.0,283.719,5922.0,4.43,1.05,CONFIRMED
1.0376109,1.588,210.0,1.53671,1926.0,2287.71,5922.0,4.43,1.05,CONFIRMED
8.0214735,3.2087652,882.3089291,2.3381058,737.0887807,69.7589934,5165.2,4.59,0.784618,CONFIRMED
0.4378083,1.1404291,290.8856184,1.374002,1943.1657306,3369.4605233,5165.2,4.59,0.784618,CONFIRMED
7.093853,2.5107626,284.2381135,1.6277147,911.9619079,163.4661355,5690.0,4.48062,0.956941,CONFIRMED
10.6439385,2.713,1240.0,1.98891,504.0,10.7276,3815.0,4.69775,0.55,CONFIRMED
15.1512051,2.3438166,4955.304292,2.8411799,308.7009384,2.1462129,3272.0,4.82521,0.401575,CONFIRMED
0.54937,0.883,370.0,1.53904,1706.0,1407.22,4612.99,4.56172,0.74,CONFIRMED
2.1075001,1.9093483,4256.1743008,11.7706128,1896.6316071,3058.1088297,6351.66,4.13453,1.59204,FALSE POSITIVE
4.5320502,2.3754425,7874.5852788,7.0590799,850.9218562,123.9023995,4983.0,4.61445,0.805573,CONFIRMED
3.7130701,1.654,19610.0,11.7215,762.0,55.9743,4719.0,4.49738,0.81,CONFIRMED
0.798,0.679,190.0,2.95586,1525.0,898.537,6194.2,4.0,1.84,FALSE POSITIVE
2.555332,5.14,6550.0,20.5128,2259.0,4328.46,6454.0,3.77,2.48,FALSE POSITIVE
4.860673,2.632,6140.0,11.4272,1151.0,292.245,5778.2,4.16,1.4,CONFIRMED
38.8135498,5.944,9593.0,8.20695,486.0,9.29717,4760.0,4.49,0.82,CONFIRMED
22.8085719,3.847,977.0,2.45459,544.0,14.6287,5182.0,4.55,0.82,CONFIRMED
4.1419805,2.3809654,10130.9411804,12.9812632,1182.988488,462.8529919,5418.3,4.31,1.15614,CONFIRMED
1.467119,1.0069313,1550.632368,1.3241394,639.3631768,39.492214,3297.0,4.89,0.331472,CONFIRMED
9.0941239,4.389,2570.0,8.09838,1020.0,180.272,5759.8,4.07,1.56,CONFIRMED
3.4307565,3.1443388,9664.2985634,29.7749124,2139.9713716,4956.2460141,6270.0,3.61332,2.72192,FALSE POSITIVE
9.7815625,3.736,20040.0,18.205,1079.0,225.192,6327.16,4.37297,1.21,FALSE POSITIVE
20.3807824,6.6590149,2371.5221505,8.2227994,897.7592727,153.5184581,6351.0,4.12,1.61988,CONFIRMED
1.7727505,1.519,243.0,2.73549,2058.0,2981.98,6351.0,4.12,1.62,FALSE POSITIVE
4.8170684,3.1822663,23137.3629965,24.4342674,1416.8065929,952.2769628,6380.0,4.24852,1.44956,FALSE POSITIVE
9.5739531,4.172,3170.0,12.4956,1208.0,354.639,6115.0,3.87646,2.05,CONFIRMED
9.1469122,4.618497,8770.0961182,12.7002634,999.320223,235.6892132,5954.0,4.26,1.2752,FALSE POSITIVE
3.9306746,1.4305142,1637.1984269,1.7902006,523.4432264,17.7418678,3512.0,4.81618,0.411452,CONFIRMED
5.4809161,5.031,2770.0,8.64837,1507.0,856.944,5923.0,4.05,1.62,FALSE POSITIVE
1.2436239,1.211,1790.0,3.89334,1272.0,435.33,4968.8,4.5,0.84,CONFIRMED
1.3641482,0.952,7820.0,19.5876,1505.0,852.162,5347.0,4.33,1.08,CONFIRMED
197.0336254,7.338,11900.0,12.0713,316.0,1.65744,5616.4,4.44,1.0,FALSE POSITIVE
63.4839358,5.457,5357.0,11.1495,615.0,23.786,6415.0,4.26,1.4,CONFIRMED
35.6134391,3.512,1575.0,3.12194,505.0,10.8612,4628.53,4.32239,0.71,CONFIRMED
7.7897726,2.376,194.0,1.00084,966.0,144.765,4628.53,4.32239,0.71,CONFIRMED
1.0662082,1.142,151.0,1.0883,1515.0,876.703,5668.0,4.51,0.93,CONFIRMED
5.6442112,2.980996,4136.2010063,11.4462895,1379.0312841,854.7074229,6310.0,4.1,1.63591,CONFIRMED
1.42611,1.788,1890.0,9.21032,2877.0,11388.0,6404.0,4.31,1.32,FALSE POSITIVE
18.10671,4.562,10340.0,19.3734,1047.0,199.63,6615.0,4.14,1.65,FALSE POSITIVE
3.40612,1.714,1740.0,8.60495,1560.0,985.653,5955.3,4.06,1.67,FALSE POSITIVE
3.801591,2.752,18950.0,14.4297,1242.0,395.697,6051.0,4.48,1.01,FALSE POSITIVE
1.1203828,1.665,1901.0,5.96207,2267.0,4388.96,6564.4,4.26,1.47,FALSE POSITIVE
4.5063838,2.0392007,12522.9613662,5.5521734,524.924579,17.943561,3477.0,4.74303,0.493576,CONFIRMED
6.5440665,3.777,6060.0,14.1513,1176.0,318.224,6232.0,4.03,1.76,CONFIRMED
5.547485,5.412,3350.0,11.48,2122.0,3368.08,7397.0,4.1,2.04,FALSE POSITIVE
48.5340395,6.661,62170.0,26.827,144.0,0.0730269,5937.0,4.44855,1.03,FALSE POSITIVE
48.5338626,6.137,4730.0,7.9008,341.0,2.2453,5937.0,4.44855,1.03,FALSE POSITIVE
45.5221456,4.3839392,3028.5453279,9.7055757,681.5974916,51.0073705,6303.91,4.11765,1.61034,CONFIRMED
29.0902271,4.6769826,37562.3332736,12.1826517,323.8830195,2.600601,3854.0,4.63619,0.617863,CONFIRMED
3.39829,2.634,4340.0,7.06633,1413.0,662.808,6271.0,4.45,1.09,FALSE POSITIVE
0.7920646,0.466,1464.0,12.9674,1571.0,1013.69,5422.0,4.42223,0.98,CONFIRMED
0.9466787,1.09,16490.0,14.6661,1646.0,1220.35,5707.0,4.39,1.07,CONFIRMED
2.8970202,4.1502336,3080.9239308,,1278.5711929,631.5687933,8862.0,4.1,,FALSE POSITIVE
1.13305,1.073,100.0,2.16887,1536.0,925.999,5883.8,3.77,2.1,FALSE POSITIVE
1.6563738,1.741,246.0,1.42047,1566.0,1000.88,5614.1,4.34,1.02,FALSE POSITIVE
6.0988471,5.408818,8857.7284148,24.9943945,1566.6261042,1423.581832,7023.2,4.11,1.82219,FALSE POSITIVE
1.57363,2.558,710.0,7.59717,3262.0,18801.9,5342.5,4.01,1.66,FALSE POSITIVE
10.8458712,3.379,3120.0,21.6846,1516.0,878.752,6670.3,4.29,2.56,FALSE POSITIVE
12.0077462,2.818,2921.0,,913.0,115.384,4990.7,,,FALSE POSITIVE
3.6473383,4.4572847,162.7642577,1.9083777,1470.447248,1104.8893752,5928.0,4.24,1.47579,FALSE POSITIVE
1.41144,2.509,414.379,,3316.0,20094.8,9208.0,3.85,,FALSE POSITIVE
6.89132,5.369,5940.0,11.3151,1419.0,673.704,5488.0,4.14,1.41,FALSE POSITIVE
0.6923563,0.803,810.0,10.6207,3080.0,14950.4,6422.1,3.86,1.85,FALSE POSITIVE
16.3152,1.992,2500.0,2.23088,630.0,26.312,3625.0,4.81,0.31,FALSE POSITIVE
0.88958,1.844,1240.0,3.8492,2273.0,4433.23,5586.2,4.21,1.11,FALSE POSITIVE
14.5187891,2.897,429.0,3.60283,714.0,43.2598,5844.8,4.13,1.79,FALSE POSITIVE
3.2242808,4.3100077,868.6214414,8.5752112,1222.3580538,527.6121099,4866.2,,2.62415,FALSE POSITIVE
1.76447,2.749,2640.0,27.921,3207.0,17578.1,8049.0,3.3,5.08,FALSE POSITIVE
12.6534664,4.0982077,27095.439949,20.5105778,819.7441326,106.7171624,5394.6,3.77,1.18915,FALSE POSITIVE
2.2778177,3.212,880.0,,4896.0,95451.3,9096.5,,,FALSE POSITIVE
2.6855915,2.0491187,488.2401788,3.5729712,1674.1918061,1856.700481,5796.0,4.14,1.51715,FALSE POSITIVE
14.278122,8.6972718,827.9264426,8.3566078,789.1468373,91.6541814,5105.0,3.39182,2.90324,CONFIRMED
3.217824,1.735,1288.0,5.84702,1081.0,227.191,5418.0,4.17,1.67,FALSE POSITIVE
2.8319354,3.21,780.0,4.18335,1531.0,914.113,5408.7,,1.48,FALSE POSITIVE
17.0614756,3.384,2730.0,17.1048027,1158.6125921,425.8669904,9184.7,4.09,2.14183,FALSE POSITIVE
6.0783344,4.8904528,16168.288913,16.9877965,998.7280008,235.1310083,8719.5,4.08,1.0,FALSE POSITIVE
1.30924,2.535,3370.0,,4208.0,52079.9,8832.5,4.26,,FALSE POSITIVE
10.2150168,1.9683066,994.1089045,1.4777754,420.9334696,7.4195034,3763.0,4.83739,0.447336,CONFIRMED
9.27898,6.514,9020.0,15.0807,1589.0,1058.72,5898.8,4.08,1.45,FALSE POSITIVE
6.1110945,4.2566318,1098.152672,5.873208,1013.3467617,249.203041,5725.0,4.54,1.07235,FALSE POSITIVE
0.5646193,1.295,510.0,3.01498,2674.0,8493.1,6237.0,4.24,1.3,FALSE POSITIVE
2.2818488,3.973,1483.0,7.2854,1940.0,2351.9,5368.0,,2.15,FALSE POSITIVE
3.4551479,5.7444704,5191.7260014,,1205.6461821,499.3447666,8046.5,4.12,,FALSE POSITIVE
104.8729635,6.554,12183.0,10.223,358.0,2.75278,5350.0,4.52347,0.88,CONFIRMED
3.7899524,5.5268401,4345.4373432,11.7871267,1263.4194534,602.1590809,5579.5,4.22,1.10456,FALSE POSITIVE
6.6570835,5.285,7164.0,14.8934,1336.0,528.884,5805.6,4.13,1.73,FALSE POSITIVE
4.31224,2.704,4990.0,12.3576,1414.0,664.873,,,1.72,FALSE POSITIVE
3.9416903,2.537,12840.0,19.6321,1722.0,1460.48,6190.4,4.15,1.48,FALSE POSITIVE
4.0337201,3.48,2868.0,11.5159,1841.0,1910.26,7369.0,4.27,2.22,CONFIRMED
7.72433,8.03,7120.0,20.0285,1630.0,1173.53,6249.4,4.19,2.32,FALSE POSITIVE
1.10833,2.288,1060.0,4.58274,2270.0,4415.23,5972.0,4.08,1.4,FALSE POSITIVE
8.1382222,3.2797025,3852.0299874,6.1757682,836.7056912,115.8275563,5414.0,4.438,0.951985,CONFIRMED
9.1270519,3.549,4568.0,8.34235,970.0,147.466,5400.0,4.43,1.18,CONFIRMED
3.098367,1.963,496.0,2.47118,1185.0,328.067,5400.0,4.43,1.18,CONFIRMED
2.3330349,3.005,2795.0,15.6213,2951.0,12107.6,5986.5,4.32,1.56,FALSE POSITIVE
1.79988,3.518,180.0,3.32197,2505.0,6540.68,6136.9,3.85,2.46,FALSE POSITIVE
723.8345008,7.382946,3119.2983693,13.1361697,275.2869842,1.3572621,5463.0,3.77778,1.94771,FALSE POSITIVE
52.9781419,4.7965246,6347.2690959,11.4471492,598.2132842,30.2653161,6461.8,4.35,1.33031,CONFIRMED
1134.6723963,8.6844623,11679.2159464,11.7582195,437.2015486,8.6347102,5842.0,4.39929,1.0735199,CONFIRMED
2.6162769,1.134893,1120.6014184,1.0972867,533.2271643,19.1060128,3352.0,4.8984,0.325635,CONFIRMED
3.3491408,1.207,7210.0,5.37673,657.0,31.0153,3223.0,4.89993,0.32,CONFIRMED
5.49826,2.04,12929.0,16.2801,,232.345,6362.6,,1.34,FALSE POSITIVE
7.4355709,2.3450321,1310.6803156,2.2761564,576.3403106,26.0757607,4218.9,4.67,0.622512,CONFIRMED
15.3468182,6.425,665.0,3.99579,933.0,126.052,5588.0,3.92293,1.8,CONFIRMED
0.4487349,2.8757897,3572.0328032,5.8054498,1408.021727,928.877466,3975.0,4.62844,0.627144,FALSE POSITIVE
8.8720542,3.6593396,6144.296801,11.9849813,1098.1716895,343.7177625,6042.0,4.15,1.47996,CONFIRMED
1.46329,2.431,750.0,3.54656,2149.0,3541.21,6168.0,4.29,1.28,FALSE POSITIVE
0.77871,1.458,670.0,6.16036,2789.0,10057.7,7751.0,4.0,2.25,FALSE POSITIVE
2.57134,3.824,920.0,10.7406,2382.0,5344.87,7125.0,3.54,3.56,FALSE POSITIVE
2.89453,3.327,550.0,6.20845,2743.0,9411.16,9714.0,3.98,2.68,FALSE POSITIVE
1.37477,1.601,960.0,3.0101,1612.0,1122.82,5825.0,4.44,1.02,FALSE POSITIVE
2.41872,2.685,1160.0,7.23529,1778.0,1660.52,6535.0,3.9,2.16,FALSE POSITIVE
4.1207509,2.158,973.0,7.46471,1963.0,2466.19,9953.0,4.09,2.38,FALSE POSITIVE
1.4971447,2.4024159,16266.2491958,16.2528494,1828.8199186,2643.654975,6081.0,4.31,1.2431901,CONFIRMED
7.4072602,3.019,14765.0,14.7857,1116.0,258.039,5887.0,4.35,1.14,FALSE POSITIVE
13.7905315,3.301,1140.0,2.60168,646.0,29.035,5021.6,4.6,0.76,CONFIRMED
1.62263,1.555,1630.0,4.33692,1439.0,713.443,5016.1,,1.01,FALSE POSITIVE
4.27808,1.9576205,1096.6013542,17.8096125,1222.901639,528.551257,4772.0,,5.2787499,FALSE POSITIVE
3.5684459,2.934,939.0,5.87762,1928.0,2297.53,8124.0,,2.08,FALSE POSITIVE
1.51567,2.281,750.0,14.18,1605.0,1102.82,4963.0,,4.96,FALSE POSITIVE
3.7543552,1.878,470.0,4.6716,1539.0,931.407,8398.0,4.27,1.75,FALSE POSITIVE
0.7363132,0.6736853,1322.5461054,1.5332682,840.1706554,117.7581671,3358.0,4.438,0.351676,CONFIRMED
2.2657506,3.419,388.0,8.00485,3256.0,18671.1,10125.0,3.62,4.14,FALSE POSITIVE
1.45655,1.51,580.0,1.83776,1273.0,436.167,4475.0,4.59,0.7,FALSE POSITIVE
4.04163,1.719,3100.0,13.1608,1163.0,304.098,6895.0,3.87,2.36,FALSE POSITIVE
1.76442,2.749,8800.0,23.0,3189.0,17176.2,9277.7,,2.26,FALSE POSITIVE
7.7690887,2.6251447,1416.7912077,2.3663308,481.070845,12.6577686,3700.0,4.70036,0.542573,CONFIRMED
5.6492853,4.0424046,44346.559983,26.5608527,1144.213679,405.0881542,5963.0,4.31132,1.21025,FALSE POSITIVE
10.3563596,3.4814933,923.942127,2.4103206,671.7367777,48.1191014,5149.6,4.6,0.772148,CONFIRMED
35.1257472,2.839,2066.0,3.17021,388.0,3.78846,5149.6,4.6,0.77,CONFIRMED
21.0153047,4.315,2072.0,3.78219,641.0,28.033,5149.6,4.6,0.77,CONFIRMED
10.5054362,2.4850401,1320.6016253,1.947929,432.3359777,8.2567001,3742.0,4.72382,0.515547,CONFIRMED
6.0784031,2.117,1810.0,2.07448,554.0,15.739,3630.0,4.76664,0.47,CONFIRMED
8.1490285,2.3210553,2850.6795113,2.5781465,441.633629,8.990204,3630.0,4.76664,0.466766,FALSE POSITIVE
124.72987,7.2967692,1781.9160024,3.5130935,292.6629465,1.7337719,4902.0,4.5026,0.831423,CONFIRMED
17.664866,2.7644951,736.3925122,1.2984859,351.2711274,3.5982457,3746.0,4.76979,0.463205,CONFIRMED
28.1722501,3.3983448,950.5653623,1.4475246,300.6575117,1.9311199,3746.0,4.76979,0.463205,CONFIRMED
3.1190716,1.1585974,2964.5828911,1.6229796,454.5004101,10.0845871,3285.0,4.98992,0.247331,CONFIRMED
6.3878202,1.4551851,5857.0164704,2.041471,357.8973634,3.8775285,3285.0,4.98992,0.247331,CONFIRMED
1.7890217,1.9190564,391.6251669,1.6741803,1237.8242135,554.8261181,5264.0,4.59586,0.791524,FALSE POSITIVE
19.5078657,4.603,1770.0,3.92839,780.0,61.4917,4316.0,4.56,0.71,FALSE POSITIVE
0.6332593,0.8622011,1191.4597195,5.3027904,2032.1990726,4030.7512475,5590.0,4.45374,0.976212,FALSE POSITIVE
2.45457,2.39,19250.0,14.183,1322.0,508.468,5565.0,4.45,0.97,CONFIRMED
0.67249,1.801,7890.0,15.7288,3053.0,14429.0,6647.0,4.12,1.7,CONFIRMED
1.2680452,1.027,538.0,2.24707,1320.0,504.879,5477.0,4.46,0.95,FALSE POSITIVE
5.24612,4.194,1030.0,5.61881,1220.0,368.522,5286.9,,1.76,FALSE POSITIVE
3.6944323,4.915,312.0,3.05838,2433.0,5824.87,8153.0,4.09,2.11,FALSE POSITIVE
5.3089937,5.876,531.0,3.29803,1883.0,2090.71,6927.0,4.18,1.65,FALSE POSITIVE
28.6620782,4.351,2600.0,12.4971,921.0,119.851,6280.0,4.05,1.72,FALSE POSITIVE
2.34483,1.417,370.0,4.2647,1367.0,580.577,6398.0,3.89,2.13,FALSE POSITIVE
7.2008611,2.03,50063.0,12.0629,491.0,9.67439,3606.0,4.74,0.5,CONFIRMED
5.7998189,1.014374,8567.3390223,2.6346124,354.6027378,3.7367095,3179.0,4.99978,0.240233,CONFIRMED
16.3413889,5.3764481,372.0970618,2.629079,777.2060824,86.231465,5991.11,4.37711,1.12506,CONFIRMED
9.2292078,2.817,1606.0,3.21883,690.0,37.6631,4406.0,4.50428,0.77,CONFIRMED
95.8531625,5.024,5975.0,5.95763,356.0,2.69104,4406.0,4.50428,0.77,CONFIRMED
7.8519082,1.6318726,3873.9591492,2.1705803,379.2777558,4.8904688,3384.0,4.87998,0.34388,CONFIRMED
1.4821845,2.5956827,16269.2562793,27.5079498,2029.0310837,4005.675856,6835.31,4.37191,1.31284,FALSE POSITIVE
18.2616878,3.434,971.0,2.85973,767.0,57.4643,5674.0,4.49483,0.94,CONFIRMED
10.2611329,7.369,1900.0,12.2521,1327.0,515.939,6202.0,3.63,2.78,CONFIRMED
5.8924856,3.134,4530.0,17.4655,1853.0,1958.56,7272.0,4.0,2.13,FALSE POSITIVE
23.48522,3.546,6020.0,14.0152,782.0,62.0856,5930.0,4.11,1.51,FALSE POSITIVE
2.2263798,2.863,1270.0,6.51393,1877.0,2064.9,6446.3,4.03,1.84,FALSE POSITIVE
15.64643,7.75,6010.0,16.1126,1181.0,323.367,5660.0,3.86,1.95,FALSE POSITIVE
3.3772835,3.6434514,7216.4961357,15.3058361,1745.8918919,2195.7879328,6688.0,4.11,1.73235,CONFIRMED
2.7180835,6.1842922,329.1728205,4.2423946,1888.9879062,3009.1075587,5668.0,3.76,2.1805999,FALSE POSITIVE
3.8240826,2.5172521,10096.1098633,16.0547024,1436.3420387,1005.8946259,6243.0,4.24,1.38719,CONFIRMED
3.7246883,3.078,3320.0,10.8811,1426.0,686.503,6144.0,4.02,1.74,CONFIRMED
0.67554,0.922,680.0,15.6973,2591.0,7493.17,4872.0,,2.74,FALSE POSITIVE
8.4249043,2.311,21600.0,15.0361,864.0,92.8193,5756.0,4.51,0.93,FALSE POSITIVE
8.6007557,3.304,5090.0,10.7988,837.0,81.4989,5389.0,4.06,1.5,CONFIRMED
34.5059318,3.8206653,17387.9834231,10.4625162,448.7222169,9.5814512,5025.77,4.66348,0.801736,CONFIRMED
17.3890454,2.6516541,2971.7532268,6.4840125,563.8759593,23.8921547,5025.77,4.66348,0.801736,CONFIRMED
1.5873866,1.51,110.0,1.09083,1294.0,466.553,5028.0,4.55,0.81,FALSE POSITIVE
12.9773004,4.391,997.0,7.75284,1740.0,1521.69,6610.0,4.14,1.66,FALSE POSITIVE
1.09333,1.975,1250.0,12.2642,1886.0,2102.07,5274.0,,3.39,FALSE POSITIVE
23.0531698,1.228,2940.0,9.12613,466.0,7.85406,5752.0,4.3,1.19,FALSE POSITIVE
37.83633,5.713,8240.0,13.5094,833.0,80.1971,6641.0,4.38,1.26,FALSE POSITIVE
3.1385875,3.541,584.0,4.70639,3201.0,17444.7,6278.0,4.08153,1.55,FALSE POSITIVE
0.6856225,0.751,723.0,3.35129,1968.0,2492.49,5829.0,4.41,1.06,FALSE POSITIVE
15.1689723,2.0633315,7818.5475582,11.7952966,770.7126737,83.3855897,5713.0,4.34,1.12898,CONFIRMED
260.1740061,24.0527095,4747.959592,11.3192423,360.169028,3.9769164,5739.0,4.03,1.62762,CONFIRMED
6.9067868,6.6850674,1751.7778572,13.4176028,1676.0537927,1864.9741402,5731.8,3.65,3.1513801,CONFIRMED
4.4617755,5.4532494,18854.6431909,31.9660922,1723.6509122,2086.0189812,6354.0,4.24472,2.23892,FALSE POSITIVE
2.1223673,1.5855365,8056.3340252,12.9814367,1596.3943994,1534.9059997,6079.0,4.33912,1.19653,CONFIRMED
15.3419095,2.736,683.0,1.7005,541.0,14.2526,4669.0,4.63,0.69,CONFIRMED
1.1953968,1.5752293,1127.2344564,3.5030245,1720.8556767,2072.5203184,5728.0,4.4217,1.02917,CONFIRMED
10.6953083,2.044,920.0,2.84818,796.0,66.8553,5272.71,3.98846,0.88,CONFIRMED
11.9124942,3.7520869,19304.2778014,11.3754057,652.0656914,42.7254261,5064.0,4.53576,0.823883,CONFIRMED
0.8891483,1.1970992,44722.5890994,14.8249782,1043.8317455,280.571145,3653.0,4.60969,0.649887,FALSE POSITIVE
8.000489,4.6706895,4606.7419685,10.9709265,1178.0320316,455.1446051,6146.0,4.12,1.55738,CONFIRMED
0.62425,0.774288,954.060325,1.671618,1106.2112728,353.894099,3765.0,4.75169,0.525,FALSE POSITIVE
3.0911721,1.9714799,349.193899,1.666703,1057.0895356,295.0992437,5253.0,4.54958,0.834386,CONFIRMED
5.7772122,2.56341,1470.3821261,2.8693434,751.4597253,75.3605118,4882.7,4.6,0.729818,CONFIRMED
,0.68,5530.0,8.85869,777.0248613,86.1510668,5709.0,4.438,1.0929,FALSE POSITIVE
8.4536777,3.5738006,2872.2887525,4.0269258,754.6240935,76.6379132,3588.0,4.60198,0.698009,CONFIRMED
3.36296,2.594,750.0,2.69668,1257.0,414.8,5420.0,4.5,0.9,FALSE POSITIVE
1.79217,1.797,1710.0,21.4342,1273.0,436.663,4884.0,,4.7,FALSE POSITIVE
3.5315897,2.689,7230.0,14.2116,1349.0,551.242,6209.0,4.09,1.62,CONFIRMED
0.49642,0.572,1000.0,5.57222,2018.0,2758.3,7000.0,4.33,1.41,FALSE POSITIVE
92.1950921,4.206,3760.0,18.9408,308.0,1.49663,5030.6,,3.0,FALSE POSITIVE
3.06555,2.483,2920.0,5.41363,1763.0,1605.05,5285.0,4.7,0.71,FALSE POSITIVE
2.9663437,4.44,206.0,2.02837,1927.0,2291.32,5807.0,4.14,1.59,FALSE POSITIVE
1.27349,1.655,920.0,13.6856,1522.0,891.053,4982.0,,4.35,FALSE POSITIVE
0.8153098,1.373,189.0,1.19041,2023.0,2785.3,5729.0,4.47487,0.97,FALSE POSITIVE
35.1896444,3.3254029,4524.9353925,2.2253696,230.7752258,0.6703132,3446.0,4.89707,0.326932,CONFIRMED
9.6799809,1.806,15870.0,14.6081,658.0,31.1433,5980.0,4.39,1.11,FALSE POSITIVE
,2.67,13400.0,4.214299,272.4674275,1.3025049,3396.0,4.91468,0.334,FALSE POSITIVE
0.3524597,0.578,305.0,1.76224,1825.0,1844.98,5432.0,4.51,0.9,CONFIRMED
2.326343,1.2195051,4153.6144436,1.9763187,502.933455,15.1203939,3244.0,4.97167,0.261162,CONFIRMED
3.4950422,1.0311342,2004.426903,1.2734423,400.3206181,6.0694989,3022.0,4.99625,0.242745,CONFIRMED
2.2891027,0.8344032,1384.622855,0.9131404,460.9675388,10.6709326,3022.0,4.99625,0.242745,CONFIRMED
2.6796164,0.9028948,827.5423687,1.8334769,771.4561825,83.7078249,3943.0,4.62547,0.63072,CONFIRMED
4.9707023,2.586,487.0,2.38733,1186.0,328.783,6109.0,4.33438,1.21,FALSE POSITIVE
27.2672016,2.4164839,1154.3278885,1.5781136,287.0767134,1.6051398,3546.0,4.77262,0.460014,CONFIRMED
0.7196291,1.474746,4971.1456595,12.2917419,2797.5117326,14474.6698966,6454.0,4.3,1.69458,FALSE POSITIVE
3.0958985,1.8584684,10354.9916952,19.2443952,1515.409487,1246.3528431,6764.0,4.3,1.25844,FALSE POSITIVE
,8.4494541,6007.8703021,11.625865,676.5210666,49.504685,5635.75,4.12397,1.43565,FALSE POSITIVE
,6.1120058,855.5836036,4.1844083,253.0759438,0.9694479,6329.0,4.24509,1.39619,CONFIRMED
,4.4875335,4111.2234826,18.0,769.2502648,82.7545001,5879.0,4.28122,1.23623,FALSE POSITIVE
20.2254946,2.2719961,712.14897,1.9090249,458.0310383,10.4016117,4465.0,4.6,0.697547,CONFIRMED
11.3071786,2.824,264.0,1.02968,581.0,18.9311,4465.0,4.6,0.7,CONFIRMED
